iter	Logloss
391	0.310784685
392	0.3103856922
393	0.309796859
394	0.3091770114
395	0.3085488099
396	0.3081087238
397	0.3072644364
398	0.3066892671
399	0.30633316
400	0.3057833569
401	0.3052983558
402	0.3046028494
403	0.3039733627
404	0.303342726
405	0.3031835618
406	0.3028181876
407	0.3024684389
408	0.3018416579
409	0.3015552232
410	0.3009224896
411	0.3003627091
412	0.3000353841
413	0.2992679731
414	0.2985295472
415	0.2977106936
416	0.2969848154
417	0.2967620667
418	0.2961472247
419	0.2955198687
420	0.2949873484
421	0.2941539515
422	0.293586967
423	0.2931299026
424	0.2927091625
425	0.2921527979
426	0.2915240553
427	0.2909206788
428	0.2903687449
429	0.2898876333
430	0.2895018309
431	0.288919187
432	0.2887477794
433	0.2884151106
434	0.2878040228
435	0.2874131809
436	0.286819545
437	0.2862125158
438	0.2855868509
439	0.2850499338
440	0.2846004454
441	0.2841121636
442	0.2833841378
443	0.2826378653
444	0.28207937
445	0.2814888964
446	0.2808216648
447	0.2802169524
448	0.2799212675
449	0.2792628972
450	0.2788000323
451	0.2781730484
452	0.2771842584
453	0.2767197363
454	0.2763864418
455	0.2757955793
456	0.2755019068
457	0.2750245494
458	0.2743765115
459	0.2739057663
460	0.2734429521
461	0.2727400219
462	0.2724259381
463	0.2719357116
464	0.2709522992
465	0.2704196436
466	0.2699557979
467	0.2694214343
468	0.2690128869
469	0.2684856258
470	0.2678870351
471	0.2674792824
472	0.2668874391
473	0.2663026645
474	0.2658023592
475	0.2651158831
476	0.2647096186
477	0.2641806834
478	0.2636763702
479	0.2630857276
480	0.2625882802
481	0.2622527535
482	0.2617892967
483	0.2612609872
484	0.2605048895
485	0.2603136962
486	0.2597418753
487	0.2592969697
488	0.2587731922
489	0.2580446421
490	0.2574871615
491	0.2568847997
492	0.2565300623
493	0.2559540813
494	0.2553666178
495	0.2549019266
496	0.2545533279
497	0.2540289755
498	0.2534834507
499	0.2529268664
500	0.2524878965
501	0.2518972538
502	0.2515718059
503	0.2508362548
504	0.2501475803
505	0.2496859838
506	0.2489247283
507	0.2485973695
508	0.2481235803
509	0.2477291026
510	0.2471386291
511	0.2466012553
512	0.2462535021
513	0.2458722825
514	0.2451558575
515	0.2449809832
516	0.2444857511
517	0.243742235
518	0.2432709993
519	0.2425557242
520	0.2421054241
521	0.2415137329
522	0.2410725139
523	0.240508438
524	0.2400482113
525	0.2393805231
526	0.2391673628
527	0.2387893731
528	0.2383008715
529	0.2379315909
530	0.2375368765
531	0.2372628543
532	0.236751168
533	0.2360416933
534	0.2358736002
535	0.235280032
536	0.2344897069
537	0.2339271361
538	0.2335489604
539	0.2330423812
540	0.2325758805
541	0.2321335284
542	0.231663764
543	0.2313171269
544	0.2309356874
545	0.230675735
546	0.2304565882
547	0.230247774
548	0.229919688
549	0.2296154124
550	0.2291572826
551	0.2289077134
552	0.2283165465
553	0.2278941829
554	0.2275061652
555	0.2267469897
556	0.2260807051
557	0.2257338144
558	0.2253200922
559	0.2245903246
560	0.2241166707
561	0.2237917301
562	0.2233524896
563	0.2228957465
564	0.2224664833
565	0.2218488511
566	0.2215219996
567	0.2209489949
568	0.2203769033
569	0.2198230754
570	0.2192414462
571	0.2187692804
572	0.2183481344
573	0.2180452286
574	0.2174661022
575	0.2169437114
576	0.21650464
577	0.2158837778
578	0.2154759913
579	0.2150889544
580	0.2145592243
581	0.2142433987
582	0.213806475
583	0.2134776111
584	0.2131135221
585	0.2127434467
586	0.2125514417
587	0.2122459993
588	0.211767492
589	0.2113315829
590	0.210989089
591	0.2106627786
592	0.2102545187
593	0.2098307346
594	0.2093069233
595	0.2089331106
596	0.2087009426
597	0.2083756638
598	0.2080189141
599	0.207757
600	0.2073899516
601	0.2070024243
602	0.206619615
603	0.2060643497
604	0.205677651
605	0.2053099092
606	0.2049095466
607	0.2044779329
608	0.2040170466
609	0.2036131496
610	0.2031186785
611	0.2025021455
612	0.2021185414
613	0.2016705073
614	0.2012293728
615	0.2008569975
616	0.2005938997
617	0.200226902
618	0.1997562751
619	0.1995499129
620	0.1992098372
621	0.1988953137
622	0.1985784565
623	0.1982736567
624	0.198114391
625	0.1977779342
626	0.1974890812
627	0.1970744121
628	0.1967454129
629	0.1963734266
630	0.1959261535
631	0.1956518438
632	0.1953294568
633	0.1949515178
634	0.1946676535
635	0.1943226399
636	0.1941875397
637	0.1939129932
638	0.1935506799
639	0.1932470469
640	0.1928948969
641	0.1926625259
642	0.1922639051
643	0.1918498786
644	0.1914996902
645	0.1912075735
646	0.1909156089
647	0.1905770721
648	0.1903070916
649	0.1901273977
650	0.1898795702
651	0.1894880689
652	0.1892582345
653	0.1886416169
654	0.1883251825
655	0.1879424916
656	0.1877774255
657	0.1874738602
658	0.1871308589
659	0.1866729151
660	0.1863499869
661	0.1860175549
662	0.1855302709
663	0.1851343389
664	0.1848337667
665	0.1844499936
666	0.1841359605
667	0.183852502
668	0.1833972301
669	0.18284325
670	0.1824569572
671	0.1821405058
672	0.1818292292
673	0.1815106132
674	0.1811657011
675	0.1809171296
676	0.1805915464
677	0.1802832122
678	0.1798663954
679	0.1793955825
680	0.1790478462
681	0.1786441522
682	0.1783156265
683	0.1780169653
684	0.177756979
685	0.1774495411
686	0.1772559804
687	0.1768647496
688	0.1764326792
689	0.1761394295
690	0.1758205599
691	0.1754508734
692	0.1749397959
693	0.174670086
694	0.1745064573
695	0.174113434
696	0.1738433012
697	0.1736305806
698	0.1734027586
699	0.1730829082
700	0.1727885254
701	0.1725033083
702	0.1723783545
703	0.1721871613
704	0.171686281
705	0.1713489618
706	0.1711016417
707	0.1708736168
708	0.1705683434
709	0.1702486283
710	0.1699466357
711	0.1697744163
712	0.1695486406
713	0.1692856949
714	0.168922722
715	0.1687303788
716	0.1685105219
717	0.168190756
718	0.1678817285
719	0.1676116803
720	0.1672792144
721	0.1669770527
722	0.1668899284
723	0.166593195
724	0.1662842689
725	0.1658893008
726	0.165634354
727	0.1653027675
728	0.1652024866
729	0.165004918
730	0.1646422326
731	0.1644629784
732	0.1641672596
733	0.1637075402
734	0.1635374516
735	0.1634209532
736	0.1630567628
737	0.1627784621
738	0.162424452
739	0.162131608
740	0.1620379731
741	0.1617196785
742	0.1614424094
743	0.160945334
744	0.1607571509
745	0.1606038209
746	0.1603204978
747	0.1600062786
748	0.1597793868
749	0.1595062608
750	0.1592896169
751	0.1590681026
752	0.158754915
753	0.1584265416
754	0.1582307317
755	0.1578363217
756	0.1576249032
757	0.1574018162
758	0.1571774102
759	0.1569179651
760	0.1568417989
761	0.1566245462
762	0.1563517077
763	0.1561301259
764	0.1558288096
765	0.1555303344
766	0.1552764191
767	0.1548746022
768	0.1545685172
769	0.1543542914
770	0.1540775297
771	0.1538961109
772	0.1533586864
773	0.1530095127
774	0.1527007558
775	0.1524214743
776	0.1522976198
777	0.1520460889
778	0.1516789898
779	0.1514500855
780	0.1512341518
781	0.1510955173
782	0.1505774049
783	0.1502853558
784	0.1500199243
785	0.149765823
786	0.1496153001
787	0.1492646214
788	0.1489150756
789	0.1486942547
790	0.1483744889
791	0.1482574325
792	0.1480364255
793	0.1476560345
794	0.1474462902
795	0.1472640935
796	0.1469880927
797	0.1468269838
798	0.1466445165
799	0.1464393719
800	0.1462033651
801	0.1459457801
802	0.1456710138
803	0.1454755591
804	0.1452290676
805	0.1447913322
806	0.1443636418
807	0.1440685825
808	0.1439370336
809	0.1437005702
810	0.1435446867
811	0.1432030214
812	0.1429814226
813	0.1427494067
814	0.1425771028
815	0.1422939657
816	0.1421075413
817	0.1419027518
818	0.1416320864
819	0.141398946
820	0.1411332692
821	0.1407894309
822	0.1405961576
823	0.1405164487
824	0.140274743
825	0.1401196627
826	0.1398974889
827	0.139632311
828	0.1394359769
829	0.1392058466
830	0.1390859577
831	0.1387677392
832	0.1384175508
833	0.1379311208
834	0.1376699592
835	0.1374091105
836	0.1371932614
837	0.1369560624
838	0.136750681
839	0.1365226899
840	0.1362688338
841	0.1359756517
842	0.1357107444
843	0.1353192683
844	0.1351250735
845	0.134968894
846	0.1347951949
847	0.1345518489
848	0.1342884889
849	0.1340560757
850	0.1337610925
851	0.133590243
852	0.1332045843
853	0.1329041559
854	0.1325834853
855	0.1323528561
856	0.1321757918
857	0.1317595162
858	0.1315632244
859	0.1313909966
860	0.1310222402
861	0.1308237922
862	0.1305856124
863	0.130338732
864	0.1300513249
865	0.1298488353
866	0.1297824605
867	0.1295904724
868	0.1294341323
869	0.129270529
870	0.1289188863
871	0.1285970489
872	0.1283160848
873	0.1280464171
874	0.1278279468
875	0.1276382417
876	0.127519342
877	0.1273350569
878	0.1271606729
879	0.1270147837
880	0.1268914111
881	0.1267997378
882	0.1266097283
883	0.1264606514
884	0.1262638099
885	0.1260095818
886	0.1257911453
887	0.1255264578
888	0.1253199772
889	0.1251040266
890	0.1248934367
891	0.1247128973
892	0.1245594489
893	0.1243230616
894	0.1241432155
895	0.1239282627
896	0.1237599243
897	0.1235636579
898	0.1233405625
899	0.1231600653
900	0.1229917354
901	0.1227881466
902	0.1226801882
903	0.1225082225
904	0.1223162007
905	0.1220920652
906	0.1218134433
907	0.1216430926
908	0.1214712368
909	0.1212907143
910	0.1211836691
911	0.1210884952
912	0.1208370827
913	0.1206870672
914	0.1205060797
915	0.1202910591
916	0.1201644566
917	0.1199463837
918	0.1197926394
919	0.1196612427
920	0.1194975802
921	0.1191308023
922	0.1188867291
923	0.11860946
924	0.1183586901
925	0.118240636
926	0.1180498402
927	0.1178362064
928	0.1176543225
929	0.1173609628
930	0.1172072185
931	0.1169137996
932	0.1167600807
933	0.1166046114
934	0.1163981901
935	0.1161052278
936	0.1157454595
937	0.1155509602
938	0.1153748683
939	0.1151968316
940	0.1151460655
941	0.1148857579
942	0.1146948268
943	0.1145193098
944	0.1143555374
945	0.1142064013
946	0.1139747744
947	0.113769579
948	0.1135637749
949	0.1134860699
950	0.1132822612
951	0.1131211692
952	0.1128836911
953	0.1127237828
954	0.1125244893
955	0.1124564742
956	0.1123040236
957	0.1121909666
958	0.1120548433
959	0.1118766882
960	0.1117289219
961	0.111598413
962	0.1113627698
963	0.1110420569
964	0.1107823074
965	0.1105821514
966	0.1103855721
967	0.1102860945
968	0.1101113723
969	0.1099233076
970	0.1097644562
971	0.109663186
972	0.109563032
973	0.1093567205
974	0.1092304647
975	0.1090347816
976	0.1088931708
977	0.1086452757
978	0.1084096748
979	0.1082160041
980	0.1080834405
981	0.1078539951
982	0.1077310622
983	0.1075232626
984	0.1072743191
985	0.1070845125
986	0.1069982845
987	0.1068120969
988	0.1066755085
989	0.1065756335
990	0.1063713851
991	0.1061319708
992	0.10601888
993	0.1058964798
994	0.1057648632
995	0.1057056248
996	0.1054865203
997	0.1053881926
998	0.1051885017
999	0.1050555407
